id_permintaan,nomor_tiket,pemohon_nama,jenis_layanan_id,timestamp_submit,tanggal_selesai,status_penyelesaian,rating_kepuasan
REQ-391,TKT-202511-0391,Warta Maulana,1,2025-11-24 00:48:33.580717,2025-11-25 06:48:33.580717,Selesai,3.77
REQ-392,TKT-202506-0392,Kamaria Hartati,3,2025-06-15 16:50:19.913878,2025-06-18 00:50:19.913878,Selesai,3.29
REQ-393,TKT-202507-0393,Karya Siregar,5,2025-07-25 01:25:02.460198,2025-07-26 13:25:02.460198,Selesai,4.1
REQ-394,TKT-202501-0394,Zamira Hidayat,5,2025-01-23 03:57:46.117948,2025-01-25 20:57:46.117948,Selesai,3.03
REQ-395,TKT-202504-0395,Endah Prastuti,2,2025-04-18 22:01:04.472069,2025-04-19 04:01:04.472069,Selesai,4.32
REQ-396,TKT-202509-0396,"Farah Pudjiastuti, S.E.",5,2025-09-04 20:42:55.335518,2025-09-06 23:42:55.335518,Selesai,3.04
REQ-397,TKT-202511-0397,Mumpuni Mulyani,2,2025-11-24 13:54:59.161016,2025-11-25 20:54:59.161016,Selesai,3.82
REQ-398,TKT-202511-0398,"Dr. Koko Kurniawan, S.Kom",2,2025-11-08 19:49:16.697440,2025-11-09 15:49:16.697440,Selesai,4.83
REQ-399,TKT-202412-0399,Adinata Mustofa,3,2024-12-26 02:07:35.764753,2024-12-28 14:07:35.764753,Selesai,3.15
REQ-400,TKT-202507-0400,Cici Jailani,2,2025-07-14 23:45:54.738775,2025-07-15 22:45:54.738775,Selesai,3.31
REQ-401,TKT-202412-0401,Warta Maulana,2,2024-12-28 16:38:31.566220,2024-12-31 03:38:31.566220,Selesai,3.48
REQ-402,TKT-202505-0402,Ir. Yessi Maulana,2,2025-05-23 13:22:55.449357,2025-05-26 11:22:55.449357,Selesai,3.14
REQ-403,TKT-202505-0403,"R.M. Cahyadi Waskita, M.Ak",4,2025-05-27 00:58:08.795280,2025-05-29 11:58:08.795280,Selesai,4.88
REQ-404,TKT-202502-0404,Adinata Mustofa,1,2025-02-18 01:22:05.118308,2025-02-19 05:22:05.118308,Selesai,4.21
REQ-405,TKT-202505-0405,Jessica Permadi,4,2025-05-27 11:58:28.223377,2025-05-27 14:58:28.223377,Selesai,3.81
REQ-406,TKT-202506-0406,Langgeng Winarno,4,2025-06-23 07:45:05.991526,2025-06-23 09:45:05.991526,Selesai,3.83
REQ-407,TKT-202508-0407,Tgk. Cici Rajata,4,2025-08-08 23:35:40.752665,2025-08-09 04:35:40.752665,Selesai,4.1
REQ-408,TKT-202504-0408,"Halima Hutasoit, S.T.",1,2025-04-01 13:18:03.919844,2025-04-03 18:18:03.919844,Selesai,4.87
REQ-409,TKT-202505-0409,dr. Jumadi Sirait,5,2025-05-28 07:56:43.485085,2025-05-29 09:56:43.485085,Selesai,3.2
REQ-410,TKT-202412-0410,Prabawa Firmansyah,3,2024-12-20 23:19:17.603169,2024-12-22 14:19:17.603169,Selesai,4.95
REQ-411,TKT-202506-0411,Radika Andriani,1,2025-06-12 09:42:53.500702,2025-06-14 16:42:53.500702,Selesai,4.46
REQ-412,TKT-202507-0412,Wirda Laksita,5,2025-07-27 15:52:08.873444,2025-07-28 22:52:08.873444,Selesai,3.43
REQ-413,TKT-202502-0413,"Nadia Wibowo, S.Psi",4,2025-02-12 12:07:04.870972,2025-02-13 21:07:04.870972,Selesai,3.7
REQ-414,TKT-202502-0414,dr. Jumadi Sirait,2,2025-02-23 09:27:53.753658,2025-02-25 04:27:53.753658,Selesai,4.19
REQ-415,TKT-202506-0415,"drg. Lidya Saputra, S.Ked",2,2025-06-09 23:49:15.614555,2025-06-10 17:49:15.614555,Selesai,4.04
REQ-416,TKT-202508-0416,Cindy Handayani,4,2025-08-27 02:47:21.362217,2025-08-28 15:47:21.362217,Selesai,4.3
REQ-417,TKT-202412-0417,"Nadia Wibowo, S.Psi",2,2024-12-11 22:00:16.563521,2024-12-13 21:00:16.563521,Selesai,4.75
REQ-418,TKT-202412-0418,Lintang Astuti,3,2024-12-02 15:18:53.246105,2024-12-05 12:18:53.246105,Selesai,3.36
REQ-419,TKT-202503-0419,Warta Maulana,4,2025-03-10 03:04:44.667910,2025-03-10 19:04:44.667910,Selesai,3.45
REQ-420,TKT-202511-0420,dr. Jumadi Sirait,3,2025-11-11 20:59:16.416238,2025-11-12 22:59:16.416238,Selesai,3.02
REQ-421,TKT-202504-0421,Kartika Mandala,5,2025-04-09 11:58:30.499187,2025-04-11 00:58:30.499187,Selesai,3.58
REQ-422,TKT-202504-0422,Vanya Zulaika,1,2025-04-22 03:19:46.800008,2025-04-23 01:19:46.800008,Selesai,3.65
REQ-423,TKT-202511-0423,Kadir Nasyiah,1,2025-11-08 11:58:21.285524,2025-11-09 01:58:21.285524,Selesai,4.95
REQ-424,TKT-202412-0424,"Farah Pudjiastuti, S.E.",2,2024-12-12 20:13:27.449479,2024-12-15 07:13:27.449479,Selesai,4.29
REQ-425,TKT-202504-0425,Ozy Haryanto,3,2025-04-01 15:32:00.991207,2025-04-02 19:32:00.991207,Selesai,3.4
REQ-426,TKT-202501-0426,Cici Jailani,2,2025-01-25 14:09:10.760837,2025-01-27 01:09:10.760837,Selesai,3.01
REQ-427,TKT-202508-0427,"Dagel Farida, M.Kom.",1,2025-08-20 06:49:21.244338,2025-08-23 04:49:21.244338,Selesai,3.81
REQ-428,TKT-202507-0428,Vanya Zulaika,5,2025-07-13 20:59:49.217865,2025-07-16 09:59:49.217865,Selesai,3.86
REQ-429,TKT-202502-0429,Tgk. Titin Saefullah,2,2025-02-14 10:00:25.353073,2025-02-16 08:00:25.353073,Selesai,3.33
REQ-430,TKT-202502-0430,Prabawa Firmansyah,5,2025-02-15 12:13:16.287535,2025-02-18 00:13:16.287535,Selesai,3.54
REQ-431,TKT-202511-0431,"Dagel Farida, M.Kom.",2,2025-11-14 18:09:10.802766,2025-11-16 17:09:10.802766,Selesai,4.3
REQ-432,TKT-202504-0432,Mumpuni Mulyani,2,2025-04-22 16:44:56.908216,2025-04-24 00:44:56.908216,Selesai,4.4
REQ-433,TKT-202509-0433,Zalindra Damanik,5,2025-09-10 11:58:39.362400,2025-09-12 23:58:39.362400,Selesai,4.18
REQ-434,TKT-202501-0434,Radika Andriani,5,2025-01-23 19:04:37.313003,2025-01-25 18:04:37.313003,Selesai,3.78
REQ-435,TKT-202509-0435,Radika Andriani,2,2025-09-07 06:09:09.181858,2025-09-07 14:09:09.181858,Selesai,4.98
REQ-436,TKT-202501-0436,Lintang Astuti,3,2025-01-21 06:32:28.417490,2025-01-23 06:32:28.417490,Selesai,4.09
REQ-437,TKT-202510-0437,Cawisono Marbun,4,2025-10-19 11:36:14.519199,2025-10-22 00:36:14.519199,Selesai,4.66
REQ-438,TKT-202501-0438,Ganep Gunawan,1,2025-01-23 07:52:52.380321,2025-01-25 13:52:52.380321,Selesai,4.74
REQ-439,TKT-202503-0439,Karya Siregar,1,2025-03-29 21:00:31.463298,2025-03-30 17:00:31.463298,Selesai,3.89
REQ-440,TKT-202502-0440,Padma Mansur,1,2025-02-02 21:02:11.475051,2025-02-04 22:02:11.475051,Selesai,3.63
REQ-441,TKT-202505-0441,Tgk. Cici Rajata,2,2025-05-25 21:17:37.285355,2025-05-28 13:17:37.285355,Selesai,4.8
REQ-442,TKT-202505-0442,Vanya Zulaika,5,2025-05-24 16:41:28.495111,2025-05-27 06:41:28.495111,Selesai,3.59
REQ-443,TKT-202412-0443,Dr. Azalea Maulana,4,2024-12-17 02:45:30.363839,2024-12-18 14:45:30.363839,Selesai,4.9
REQ-444,TKT-202506-0444,Cindy Handayani,1,2025-06-18 13:05:11.111828,2025-06-21 05:05:11.111828,Selesai,3.77
REQ-445,TKT-202507-0445,Prabawa Firmansyah,1,2025-07-11 05:17:25.447842,2025-07-13 13:17:25.447842,Selesai,4.32
REQ-446,TKT-202504-0446,Cici Jailani,2,2025-04-12 16:02:49.922363,2025-04-14 23:02:49.922363,Selesai,4.86
REQ-447,TKT-202506-0447,"Dr. Koko Kurniawan, S.Kom",2,2025-06-20 12:38:26.218597,2025-06-22 18:38:26.218597,Selesai,4.32
REQ-448,TKT-202510-0448,Tgk. Cici Rajata,3,2025-10-07 18:07:48.437254,2025-10-08 06:07:48.437254,Selesai,3.6
REQ-449,TKT-202412-0449,Vanya Zulaika,3,2024-12-09 15:26:17.272279,2024-12-10 06:26:17.272279,Selesai,3.69
REQ-450,TKT-202501-0450,Kamaria Hartati,1,2025-01-31 11:14:02.018233,2025-02-02 14:14:02.018233,Selesai,4.78
REQ-451,TKT-202506-0451,Cici Jailani,2,2025-06-30 11:36:37.204404,2025-07-02 05:36:37.204404,Selesai,4.64
REQ-452,TKT-202501-0452,"Dr. Koko Kurniawan, S.Kom",4,2025-01-25 10:27:49.962267,2025-01-27 08:27:49.962267,Selesai,4.03
REQ-453,TKT-202502-0453,Mulyanto Irawan,4,2025-02-08 09:26:35.137805,2025-02-09 10:26:35.137805,Selesai,4.14
REQ-454,TKT-202505-0454,Endah Prastuti,1,2025-05-12 05:12:26.837195,2025-05-13 17:12:26.837195,Selesai,4.12
REQ-455,TKT-202503-0455,Ganep Gunawan,3,2025-03-26 22:42:15.710343,2025-03-29 02:42:15.710343,Selesai,3.26
REQ-456,TKT-202505-0456,Prabawa Firmansyah,3,2025-05-05 10:00:25.157181,2025-05-08 06:00:25.157181,Selesai,4.34
REQ-457,TKT-202511-0457,Langgeng Winarno,3,2025-11-12 15:58:20.457222,2025-11-15 07:58:20.457222,Selesai,4.06
REQ-458,TKT-202509-0458,dr. Jumadi Sirait,3,2025-09-21 01:30:24.206858,2025-09-23 22:30:24.206858,Selesai,3.84
REQ-459,TKT-202508-0459,Lembah Narpati,2,2025-08-19 09:34:36.515453,2025-08-20 01:34:36.515453,Selesai,4.67
REQ-460,TKT-202503-0460,Adinata Mustofa,1,2025-03-27 03:43:18.185272,2025-03-29 19:43:18.185272,Selesai,4.02
REQ-461,TKT-202502-0461,"Nadia Wibowo, S.Psi",4,2025-02-08 05:30:18.480058,2025-02-10 12:30:18.480058,Selesai,3.77
REQ-462,TKT-202507-0462,Mila Latupono,1,2025-07-02 15:26:10.313220,2025-07-04 15:26:10.313220,Selesai,3.3
REQ-463,TKT-202505-0463,Kadir Nasyiah,1,2025-05-11 04:58:02.247287,2025-05-12 05:58:02.247287,Selesai,4.3
REQ-464,TKT-202502-0464,Tgk. Titin Saefullah,4,2025-02-08 22:34:37.218143,2025-02-09 04:34:37.218143,Selesai,4.56
REQ-465,TKT-202503-0465,Jessica Permadi,3,2025-03-25 04:34:38.926624,2025-03-27 07:34:38.926624,Selesai,4.1
REQ-466,TKT-202505-0466,Cici Jailani,4,2025-05-16 09:29:23.998729,2025-05-18 08:29:23.998729,Selesai,3.95
REQ-467,TKT-202412-0467,"Dagel Farida, M.Kom.",4,2024-12-03 04:11:31.201802,2024-12-04 06:11:31.201802,Selesai,3.27
REQ-468,TKT-202503-0468,Tgk. Cici Rajata,4,2025-03-04 16:36:59.012013,2025-03-06 13:36:59.012013,Selesai,4.39
REQ-469,TKT-202503-0469,dr. Jumadi Sirait,3,2025-03-29 09:33:51.159223,2025-03-30 12:33:51.159223,Selesai,3.39
REQ-470,TKT-202502-0470,"Nadia Wibowo, S.Psi",1,2025-02-08 05:26:46.771081,2025-02-08 09:26:46.771081,Selesai,4.26
REQ-471,TKT-202505-0471,Radika Andriani,1,2025-05-10 04:03:02.544227,2025-05-10 13:03:02.544227,Selesai,3.22
REQ-472,TKT-202507-0472,Zalindra Damanik,2,2025-07-22 12:40:48.354193,2025-07-24 10:40:48.354193,Selesai,3.26
REQ-473,TKT-202507-0473,Ir. Yessi Maulana,1,2025-07-29 23:46:04.261127,2025-07-30 14:46:04.261127,Selesai,3.54
REQ-474,TKT-202506-0474,Jessica Permadi,2,2025-06-26 02:40:32.008606,2025-06-27 22:40:32.008606,Selesai,3.75
REQ-475,TKT-202509-0475,Langgeng Winarno,3,2025-09-14 23:44:25.684027,2025-09-16 20:44:25.684027,Selesai,3.48
REQ-476,TKT-202507-0476,Ganep Gunawan,3,2025-07-12 14:30:25.843431,2025-07-14 22:30:25.843431,Selesai,3.1
REQ-477,TKT-202501-0477,Prabawa Firmansyah,5,2025-01-01 06:27:24.391965,2025-01-03 08:27:24.391965,Selesai,4.17
REQ-478,TKT-202510-0478,Jayeng Nugroho,3,2025-10-28 14:01:38.331090,2025-10-30 14:01:38.331090,Selesai,4.8
REQ-479,TKT-202509-0479,Adinata Mustofa,4,2025-09-30 03:11:32.791967,2025-10-01 13:11:32.791967,Selesai,4.93
REQ-480,TKT-202504-0480,"Farah Pudjiastuti, S.E.",1,2025-04-05 13:24:27.624443,2025-04-06 18:24:27.624443,Selesai,3.24
REQ-481,TKT-202507-0481,Vanya Zulaika,2,2025-07-26 07:42:08.776680,2025-07-27 13:42:08.776680,Selesai,3.86
REQ-482,TKT-202503-0482,Lintang Astuti,5,2025-03-20 23:07:20.282176,2025-03-23 01:07:20.282176,Selesai,3.87
REQ-483,TKT-202508-0483,Jagapati Narpati,1,2025-08-04 19:57:00.808264,2025-08-06 07:57:00.808264,Selesai,3.21
REQ-484,TKT-202506-0484,Karya Siregar,2,2025-06-03 21:17:01.797811,2025-06-04 06:17:01.797811,Selesai,3.35
REQ-485,TKT-202412-0485,Cindy Handayani,3,2024-12-04 04:25:53.426786,2024-12-05 10:25:53.426786,Selesai,3.48
REQ-486,TKT-202502-0486,Ozy Haryanto,5,2025-02-02 06:04:08.813260,2025-02-02 20:04:08.813260,Selesai,3.72
REQ-487,TKT-202510-0487,Langgeng Winarno,4,2025-10-11 03:04:57.960538,2025-10-11 09:04:57.960538,Selesai,3.56
REQ-488,TKT-202501-0488,"Dagel Farida, M.Kom.",1,2025-01-30 05:00:19.849012,2025-02-01 13:00:19.849012,Selesai,4.92
REQ-489,TKT-202506-0489,Karya Siregar,1,2025-06-14 06:09:32.272512,2025-06-16 06:09:32.272512,Selesai,4.17
REQ-490,TKT-202508-0490,Karya Siregar,4,2025-08-23 02:54:30.964871,2025-08-24 15:54:30.964871,Selesai,4.62
REQ-491,TKT-202511-0491,Jagapati Narpati,1,2025-11-21 07:53:37.714627,2025-11-22 13:53:37.714627,Selesai,4.79
REQ-492,TKT-202504-0492,Karya Siregar,1,2025-04-06 11:14:02.412990,2025-04-09 08:14:02.412990,Selesai,3.74
REQ-493,TKT-202506-0493,Kamaria Hartati,1,2025-06-17 05:16:29.302336,2025-06-18 23:16:29.302336,Selesai,4.1
REQ-494,TKT-202412-0494,Dr. Azalea Maulana,3,2024-12-31 06:58:33.097540,2025-01-02 23:58:33.097540,Selesai,4.37
REQ-495,TKT-202511-0495,"drg. Lidya Saputra, S.Ked",3,2025-11-20 22:20:44.795457,2025-11-21 03:20:44.795457,Selesai,3.2
REQ-496,TKT-202501-0496,"drg. Lidya Saputra, S.Ked",3,2025-01-14 09:46:40.544163,2025-01-14 11:46:40.544163,Selesai,3.33
REQ-497,TKT-202505-0497,"Mila Saragih, M.Pd",5,2025-05-31 14:03:54.571200,2025-05-31 17:03:54.571200,Selesai,4.06
REQ-498,TKT-202505-0498,Lembah Narpati,1,2025-05-03 17:19:52.031156,2025-05-04 03:19:52.031156,Selesai,3.19
REQ-499,TKT-202506-0499,dr. Nasrullah Fujiati,3,2025-06-07 17:55:51.953844,2025-06-09 18:55:51.953844,Selesai,4.39
REQ-500,TKT-202510-0500,Vega Astuti,1,2025-10-04 00:45:35.673295,2025-10-05 11:45:35.673295,Selesai,3.37
REQ-501,TKT-202510-0501,"drg. Lidya Saputra, S.Ked",1,2025-10-17 12:31:29.070731,2025-10-19 03:31:29.070731,Selesai,4.27
REQ-502,TKT-202509-0502,Jagapati Narpati,2,2025-09-15 00:56:17.383523,2025-09-17 23:56:17.383523,Selesai,4.62
REQ-503,TKT-202507-0503,Endah Prastuti,4,2025-07-08 10:41:13.960195,2025-07-08 23:41:13.960195,Selesai,4.05
REQ-504,TKT-202507-0504,Arsipatra Saragih,3,2025-07-22 03:28:58.506030,2025-07-24 15:28:58.506030,Selesai,3.25
REQ-505,TKT-202508-0505,Tgk. Cici Rajata,2,2025-08-27 21:31:58.655479,2025-08-30 18:31:58.655479,Selesai,4.35
REQ-506,TKT-202501-0506,Vanya Zulaika,4,2025-01-20 18:10:41.162593,2025-01-22 20:10:41.162593,Selesai,3.2
REQ-507,TKT-202509-0507,Warta Maulana,5,2025-09-25 06:00:33.442719,2025-09-26 12:00:33.442719,Selesai,3.48
REQ-508,TKT-202504-0508,"Umar Uwais, S.I.Kom",5,2025-04-05 01:40:11.746011,2025-04-05 09:40:11.746011,Selesai,3.05
REQ-509,TKT-202506-0509,Cawisono Marbun,5,2025-06-27 22:53:55.880967,2025-06-30 00:53:55.880967,Selesai,3.79
REQ-510,TKT-202510-0510,Jessica Permadi,2,2025-10-24 10:14:06.411266,2025-10-25 02:14:06.411266,Selesai,4.14
REQ-511,TKT-202507-0511,Ozy Haryanto,3,2025-07-29 12:01:25.863955,2025-08-01 04:01:25.863955,Selesai,4.83
REQ-512,TKT-202507-0512,Mulyanto Irawan,2,2025-07-27 11:50:10.737216,2025-07-27 15:50:10.737216,Selesai,4.33
REQ-513,TKT-202511-0513,Jessica Permadi,1,2025-11-22 13:49:25.578191,2025-11-23 22:49:25.578191,Selesai,4.89
REQ-514,TKT-202511-0514,Adinata Mustofa,4,2025-11-18 23:20:35.246991,2025-11-20 09:20:35.246991,Selesai,4.16
REQ-515,TKT-202503-0515,Mumpuni Mulyani,3,2025-03-22 03:50:01.995920,2025-03-23 03:50:01.995920,Selesai,3.55
REQ-516,TKT-202511-0516,Kadir Nasyiah,3,2025-11-23 01:24:03.074845,2025-11-23 07:24:03.074845,Selesai,3.14
REQ-517,TKT-202504-0517,Arsipatra Saragih,2,2025-04-19 03:26:47.839880,2025-04-19 08:26:47.839880,Selesai,4.87
REQ-518,TKT-202510-0518,Mila Latupono,3,2025-10-15 03:20:21.905882,2025-10-18 02:20:21.905882,Selesai,4.94
REQ-519,TKT-202504-0519,Mila Latupono,1,2025-04-23 09:21:00.796049,2025-04-24 01:21:00.796049,Selesai,4.37
REQ-520,TKT-202412-0520,Wirda Laksita,3,2024-12-16 12:44:26.542868,2024-12-17 05:44:26.542868,Selesai,3.59
REQ-521,TKT-202507-0521,Ganep Gunawan,1,2025-07-09 20:00:11.529985,2025-07-12 04:00:11.529985,Selesai,3.92
REQ-522,TKT-202504-0522,dr. Daniswara Nasyiah,1,2025-04-27 08:01:44.009083,2025-04-27 17:01:44.009083,Selesai,3.82
REQ-523,TKT-202509-0523,Mumpuni Mulyani,4,2025-09-13 23:03:52.235779,2025-09-15 16:03:52.235779,Selesai,3.96
REQ-524,TKT-202510-0524,Warta Maulana,3,2025-10-01 05:05:03.521031,2025-10-01 17:05:03.521031,Selesai,3.39
REQ-525,TKT-202501-0525,"Nadia Wibowo, S.Psi",5,2025-01-19 22:43:42.453392,2025-01-20 14:43:42.453392,Selesai,3.8
REQ-526,TKT-202508-0526,Cawisono Marbun,1,2025-08-11 22:12:02.909098,2025-08-13 07:12:02.909098,Selesai,3.35
REQ-527,TKT-202412-0527,Tgk. Titin Saefullah,5,2024-12-19 04:20:15.355607,2024-12-19 17:20:15.355607,Selesai,4.59
REQ-528,TKT-202504-0528,Jagapati Narpati,3,2025-04-12 01:31:43.931654,2025-04-14 21:31:43.931654,Selesai,3.7
REQ-529,TKT-202504-0529,Radika Andriani,5,2025-04-23 01:51:25.390613,2025-04-23 07:51:25.390613,Selesai,3.87
REQ-530,TKT-202507-0530,Karya Siregar,3,2025-07-15 14:57:25.932524,2025-07-17 01:57:25.932524,Selesai,4.92
REQ-531,TKT-202510-0531,"Dr. Koko Kurniawan, S.Kom",5,2025-10-17 19:48:52.763271,2025-10-18 00:48:52.763271,Selesai,3.21
REQ-532,TKT-202508-0532,Warta Maulana,3,2025-08-21 01:52:33.038697,2025-08-21 18:52:33.038697,Selesai,4.39
REQ-533,TKT-202504-0533,Ir. Yessi Maulana,1,2025-04-05 03:06:43.296465,2025-04-05 05:06:43.296465,Selesai,3.13
REQ-534,TKT-202510-0534,"T. Martani Pranowo, S.Pt",2,2025-10-03 06:46:33.567072,2025-10-05 04:46:33.567072,Selesai,4.74
REQ-535,TKT-202511-0535,Vanya Zulaika,4,2025-11-10 12:27:51.688042,2025-11-13 09:27:51.688042,Selesai,4.61
REQ-536,TKT-202412-0536,Dr. Azalea Maulana,3,2024-12-25 05:28:55.410198,2024-12-27 11:28:55.410198,Selesai,3.01
REQ-537,TKT-202503-0537,Jayeng Nugroho,1,2025-03-11 08:52:31.665913,2025-03-14 02:52:31.665913,Selesai,4.19
REQ-538,TKT-202507-0538,Endah Prastuti,1,2025-07-05 03:26:55.005450,2025-07-05 21:26:55.005450,Selesai,4.62
REQ-539,TKT-202503-0539,Mulyanto Irawan,2,2025-03-10 06:20:37.628046,2025-03-10 17:20:37.628046,Selesai,3.77
REQ-540,TKT-202503-0540,Ir. Yessi Maulana,3,2025-03-10 18:55:11.335910,2025-03-12 03:55:11.335910,Selesai,3.03
REQ-541,TKT-202504-0541,"R.M. Cahyadi Waskita, M.Ak",3,2025-04-22 15:18:20.366662,2025-04-23 11:18:20.366662,Selesai,4.95
REQ-542,TKT-202504-0542,"R.M. Cahyadi Waskita, M.Ak",4,2025-04-06 09:45:45.188165,2025-04-06 11:45:45.188165,Selesai,3.92
REQ-543,TKT-202508-0543,Ozy Haryanto,1,2025-08-10 06:36:14.550689,2025-08-11 11:36:14.550689,Selesai,3.35
REQ-544,TKT-202502-0544,Radika Andriani,1,2025-02-07 04:00:52.450280,2025-02-08 08:00:52.450280,Selesai,3.11
REQ-545,TKT-202505-0545,"Dagel Farida, M.Kom.",5,2025-05-13 10:54:17.992088,2025-05-15 09:54:17.992088,Selesai,4.81
REQ-546,TKT-202412-0546,Karya Siregar,5,2024-12-24 17:06:02.139029,2024-12-25 00:06:02.139029,Selesai,4.35
REQ-547,TKT-202507-0547,Adinata Mustofa,5,2025-07-19 05:41:12.291022,2025-07-19 14:41:12.291022,Selesai,4.87
REQ-548,TKT-202502-0548,Prabawa Firmansyah,5,2025-02-10 09:58:10.748583,2025-02-13 02:58:10.748583,Selesai,3.83
REQ-549,TKT-202412-0549,Ganep Gunawan,1,2024-12-04 13:30:19.202478,2024-12-05 17:30:19.202478,Selesai,3.34
REQ-550,TKT-202501-0550,"Mila Saragih, M.Pd",4,2025-01-03 08:14:52.724241,2025-01-05 15:14:52.724241,Selesai,3.94
REQ-551,TKT-202504-0551,Radika Andriani,5,2025-04-20 03:53:41.620466,2025-04-22 13:53:41.620466,Selesai,4.54
REQ-552,TKT-202510-0552,"Endra Hutagalung, S.Pt",3,2025-10-29 22:45:37.224030,2025-10-31 20:45:37.224030,Selesai,4.31
REQ-553,TKT-202507-0553,Karya Siregar,5,2025-07-31 11:29:03.730896,2025-08-02 19:29:03.730896,Selesai,3.04
REQ-554,TKT-202503-0554,Kadir Nasyiah,2,2025-03-05 10:53:54.909809,2025-03-05 23:53:54.909809,Selesai,3.91
REQ-555,TKT-202511-0555,Cindy Handayani,1,2025-11-06 03:44:07.587351,2025-11-07 15:44:07.587351,Selesai,4.7
REQ-556,TKT-202505-0556,"Dr. Koko Kurniawan, S.Kom",1,2025-05-12 14:04:33.526339,2025-05-12 18:04:33.526339,Selesai,3.11
REQ-557,TKT-202412-0557,"Nadia Wibowo, S.Psi",4,2024-12-06 16:05:59.260905,2024-12-08 17:05:59.260905,Selesai,3.4
REQ-558,TKT-202503-0558,Lintang Astuti,1,2025-03-08 02:01:55.747151,2025-03-09 10:01:55.747151,Selesai,3.24
REQ-559,TKT-202502-0559,Padma Mansur,1,2025-02-13 02:06:07.533514,2025-02-13 18:06:07.533514,Selesai,3.41
REQ-560,TKT-202502-0560,Cindy Handayani,1,2025-02-08 17:25:25.341789,2025-02-09 11:25:25.341789,Selesai,3.76
REQ-561,TKT-202501-0561,"Farah Pudjiastuti, S.E.",2,2025-01-01 17:58:19.872216,2025-01-03 05:58:19.872216,Selesai,3.73
REQ-562,TKT-202509-0562,Jessica Permadi,3,2025-09-10 04:14:29.678060,2025-09-10 13:14:29.678060,Selesai,4.76
REQ-563,TKT-202510-0563,Tgk. Titin Saefullah,5,2025-10-23 15:55:23.461057,2025-10-24 03:55:23.461057,Selesai,4.77
REQ-564,TKT-202501-0564,"Halima Hutasoit, S.T.",1,2025-01-12 17:04:37.554411,2025-01-15 15:04:37.554411,Selesai,3.94
REQ-565,TKT-202503-0565,Cindy Handayani,3,2025-03-18 14:45:51.876901,2025-03-20 16:45:51.876901,Selesai,4.83
REQ-566,TKT-202507-0566,"Nadia Wibowo, S.Psi",1,2025-07-12 07:23:16.427178,2025-07-13 11:23:16.427178,Selesai,3.3
REQ-567,TKT-202507-0567,Cindy Handayani,2,2025-07-01 13:14:13.394784,2025-07-04 06:14:13.394784,Selesai,4.17
REQ-568,TKT-202505-0568,Vanya Zulaika,1,2025-05-07 05:30:44.189979,2025-05-07 20:30:44.189979,Selesai,4.77
REQ-569,TKT-202501-0569,Mila Latupono,4,2025-01-23 15:46:38.027963,2025-01-25 03:46:38.027963,Selesai,3.29
REQ-570,TKT-202503-0570,Mulyanto Irawan,5,2025-03-23 23:19:33.156593,2025-03-24 01:19:33.156593,Selesai,4.63
REQ-571,TKT-202504-0571,Zalindra Damanik,1,2025-04-13 03:07:24.013432,2025-04-14 01:07:24.013432,Selesai,4.36
REQ-572,TKT-202507-0572,Tgk. Titin Saefullah,1,2025-07-23 03:29:52.003073,2025-07-24 01:29:52.003073,Selesai,3.09
REQ-573,TKT-202505-0573,Ganep Gunawan,4,2025-05-12 02:15:45.599460,2025-05-12 17:15:45.599460,Selesai,4.34
REQ-574,TKT-202501-0574,Jayeng Nugroho,5,2025-01-12 16:52:46.021277,2025-01-15 05:52:46.021277,Selesai,3.15
REQ-575,TKT-202508-0575,Mulyanto Irawan,5,2025-08-01 18:01:41.525077,2025-08-04 09:01:41.525077,Selesai,3.49
REQ-576,TKT-202506-0576,Warta Maulana,5,2025-06-29 17:49:23.885508,2025-06-30 05:49:23.885508,Selesai,4.4
REQ-577,TKT-202510-0577,"Dr. Koko Kurniawan, S.Kom",4,2025-10-31 01:36:52.576393,2025-10-31 20:36:52.576393,Selesai,4.17
REQ-578,TKT-202503-0578,dr. Daniswara Nasyiah,2,2025-03-18 15:06:43.605509,2025-03-19 05:06:43.605509,Selesai,4.7
REQ-579,TKT-202505-0579,dr. Nasrullah Fujiati,2,2025-05-10 11:50:26.565244,2025-05-12 11:50:26.565244,Selesai,4.74
REQ-580,TKT-202412-0580,Jayeng Nugroho,5,2024-12-20 22:56:11.547975,2024-12-23 07:56:11.547975,Selesai,4.01
REQ-581,TKT-202412-0581,Kadir Nasyiah,5,2024-12-22 10:44:33.492802,2024-12-24 23:44:33.492802,Selesai,4.47
REQ-582,TKT-202511-0582,Warta Maulana,5,2025-11-19 19:33:23.183888,2025-11-21 17:33:23.183888,Selesai,4.04
REQ-583,TKT-202510-0583,Mila Latupono,4,2025-10-18 22:48:58.764442,2025-10-19 12:48:58.764442,Selesai,3.54
REQ-584,TKT-202501-0584,Arsipatra Saragih,3,2025-01-18 06:03:17.875385,2025-01-20 07:03:17.875385,Selesai,4.19
REQ-585,TKT-202501-0585,"Halima Hutasoit, S.T.",3,2025-01-28 08:14:00.903075,2025-01-30 15:14:00.903075,Selesai,4.43
REQ-586,TKT-202508-0586,Padma Mansur,3,2025-08-28 23:19:47.737116,2025-08-31 13:19:47.737116,Selesai,4.69
REQ-587,TKT-202510-0587,Mulyanto Irawan,2,2025-10-01 06:13:57.726879,2025-10-01 19:13:57.726879,Selesai,3.51
